"נתונים היסטוריים - סוף יום ת""א-125",,,,,,
מתאריך 01/01/2010  עד תאריך 04/08/2025,,,,,,
תאריך,מדד בסיס,מדד פתיחה,מדד נעילה,מדד גבוה,מדד נמוך,שווי שוק כולל (אלפי ש''ח)
12/09/2016,1254.67,1250.72,1258.47,1259.44,1247.96,735521161
11/09/2016,1279.17,1261.91,1254.67,1261.91,1251.33,732279903
08/09/2016,1282.12,1284.46,1279.17,1285.24,1277.16,747362042
07/09/2016,1274.29,1274.9,1282.12,1282.14,1274.9,747899696
06/09/2016,1273.17,1272.47,1274.29,1277.26,1272.28,744962343
05/09/2016,1265.55,1266.85,1273.17,1273.17,1266.38,744372544
04/09/2016,1267.03,1267.69,1265.55,1268.69,1264.61,740697707
01/09/2016,1271.53,1273.75,1267.03,1275.15,1266.33,742050196
31/08/2016,1273.89,1273.47,1271.53,1276.57,1270.03,746684501
30/08/2016,1271.82,1273.76,1273.89,1275.35,1271.81,749231083
29/08/2016,1275.68,1275.55,1271.82,1277.55,1270.58,748144722
28/08/2016,1281.38,1277.8,1275.68,1279.67,1275.66,751409216
25/08/2016,1293.62,1275.44,1281.38,1282.02,1275.16,755909672
24/08/2016,1296.15,1295.46,1293.62,1297.08,1292.26,768936860
23/08/2016,1292.26,1292.3,1296.15,1297.9,1291.2,770263341
22/08/2016,1289.64,1289.28,1292.26,1294.77,1288.64,771431978
21/08/2016,1285.92,1287.1,1289.64,1289.64,1286.49,768191300
18/08/2016,1283.69,1284.82,1285.92,1286.84,1281.88,770327180
17/08/2016,1287.05,1287.74,1283.69,1290.14,1283.23,769525827
16/08/2016,1291.8,1291.11,1287.05,1291.49,1286.31,773270067
15/08/2016,1286.42,1292.28,1291.8,1294.48,1290.23,775823138
11/08/2016,1281.37,1288.08,1286.42,1288.95,1285.45,770999672
10/08/2016,1290.82,1292.73,1281.37,1300.53,1280.38,768530930
09/08/2016,1289.16,1288.51,1290.82,1292.45,1288.02,775576661
08/08/2016,1287.99,1288.26,1289.16,1293.45,1288.26,774485833
07/08/2016,1274.72,1283.07,1287.99,1287.99,1282.64,775728287
04/08/2016,1267.47,1268.35,1274.72,1275.53,1268.35,769949491
03/08/2016,1264.67,1265.03,1267.47,1267.73,1261.08,763409768
02/08/2016,1275.68,1275.36,1264.67,1276.66,1264.67,757480277
01/08/2016,1272.69,1277.21,1275.68,1279.7,1273.08,764797752
31/07/2016,1267.26,1268.31,1272.69,1272.69,1267.06,765855498
28/07/2016,1273.91,1277.78,1267.26,1278.53,1267.26,765648280
27/07/2016,1275.39,1275.26,1273.91,1279.1,1273.02,748389669
26/07/2016,1276.81,1277.02,1275.39,1278.73,1274.29,749411084
25/07/2016,1277.23,1277.13,1276.81,1283.25,1275.11,748953991
24/07/2016,1278.33,1275.73,1277.23,1280.01,1274.09,749693598
21/07/2016,1279.15,1278.92,1278.33,1282.47,1277.26,752308289
20/07/2016,1270.4,1269.74,1279.15,1279.15,1269.11,750124280
19/07/2016,1268.5,1267.47,1270.4,1270.93,1265.03,744805457
18/07/2016,1269.38,1271.12,1268.5,1276.54,1266.74,744819839
17/07/2016,1270.56,1270.81,1269.38,1271.27,1268.36,743284091
14/07/2016,1262.71,1264.32,1270.56,1271.75,1263.74,745649776
13/07/2016,1258.01,1260.67,1262.71,1265.64,1256.83,741560080
12/07/2016,1248.82,1248.66,1258.01,1259.63,1248.4,732513802
11/07/2016,1245.29,1249.4,1248.82,1252.27,1246.03,727016930
10/07/2016,1228.46,1242.52,1245.29,1246.04,1241.67,724751961
07/07/2016,1215.89,1219.86,1228.46,1228.46,1219.52,715262331
06/07/2016,1221.11,1220.4,1215.89,1223,1212.08,708134024
05/07/2016,1228.02,1226.63,1221.11,1227.63,1220.03,709058609
04/07/2016,1224.58,1226.37,1228.02,1229.08,1225.22,713320658
03/07/2016,1211.21,1222.87,1224.58,1225.88,1222.87,709837491
30/06/2016,1211.88,1212.57,1211.21,1215.55,1209.77,725405239
29/06/2016,1204.31,1208.54,1211.88,1211.88,1205.23,726700051
28/06/2016,1196.27,1199.74,1204.31,1206.37,1198.19,720534467
27/06/2016,1202.41,1204.7,1196.27,1212.42,1195.03,717199432
26/06/2016,1240.22,1203.14,1202.41,1207.44,1199.49,723106387
23/06/2016,1240.54,1243.69,1240.22,1245.39,1237.43,743570971
22/06/2016,1236.41,1235.64,1240.54,1240.73,1234.65,743658620
21/06/2016,1238.22,1239.79,1236.41,1243.45,1235.08,742556022
20/06/2016,1225.9,1233.36,1238.22,1242.11,1233.21,745675183
19/06/2016,1222.02,1223.71,1225.9,1228.51,1223.71,740067472
16/06/2016,1235.03,1219.94,1222.02,1224.91,1216.6,738478898
15/06/2016,1226.41,1236.51,1235.03,1244.38,1233.23,749579318
14/06/2016,1229.98,1227.88,1226.41,1230.31,1223.02,746764929
13/06/2016,1246.37,1231.97,1229.98,1231.97,1225.63,745902531
09/06/2016,1251.81,1247.82,1246.37,1250.81,1245.46,754443936
08/06/2016,1258.76,1258.22,1251.81,1259.01,1251.81,755948281
07/06/2016,1257.59,1262.01,1258.76,1263.58,1256.62,760064353
06/06/2016,1256.32,1255.65,1257.59,1258.02,1254.18,757267312
05/06/2016,1256.99,1255.04,1256.32,1258.06,1254.46,755449258
02/06/2016,1252.34,1251.53,1256.99,1257.76,1251.22,755210596
01/06/2016,1254.58,1254.32,1252.34,1255.18,1247.84,747034075
31/05/2016,1254.63,1257.01,1254.58,1259.34,1252.19,745203855
30/05/2016,1244.26,1245.12,1254.63,1255,1243.19,745189162
29/05/2016,1240.87,1246.6,1244.26,1248.11,1243.14,740638675
26/05/2016,1249.8,1244.29,1240.87,1245.68,1236.56,735949591
25/05/2016,1238.05,1244.02,1249.8,1249.8,1242.03,742631703
24/05/2016,1226.34,1224.27,1238.05,1238.05,1222.12,737326197
23/05/2016,1220.39,1221.1,1226.34,1226.85,1214.44,732459585
22/05/2016,1212.43,1222.22,1220.39,1222.86,1219.92,730178625
19/05/2016,1221.36,1219.57,1212.43,1221.18,1212.43,724158395
18/05/2016,1211.86,1210.02,1221.36,1221.36,1208.08,728731110
17/05/2016,1211.29,1216.91,1211.86,1216.91,1206.51,719196403
16/05/2016,1210.68,1212.55,1211.29,1213.09,1206.69,713375694
15/05/2016,1228.24,1213.46,1210.68,1214.37,1208.28,715043054
10/05/2016,1220.15,1221.77,1228.24,1228.55,1221.74,730819891
09/05/2016,1215.85,1219.07,1220.15,1225.56,1214.64,726035906
08/05/2016,1222.41,1211.56,1215.85,1216.1,1211.34,717685149
05/05/2016,1219.87,1226.22,1222.41,1228.96,1219.78,732218999
04/05/2016,1226.94,1227.68,1219.87,1232.05,1216.82,732382041
03/05/2016,1233.92,1235.91,1226.94,1235.91,1224.2,734236218
02/05/2016,1224.58,1227.52,1233.92,1237.56,1225.36,734933760
01/05/2016,1246.04,1234.1,1224.58,1236.58,1223.59,731470129
27/04/2016,1264.4,1250.83,1246.04,1253.99,1244.46,752473796
26/04/2016,1285.29,1266.43,1264.4,1269.3,1262.19,761437335
25/04/2016,1294.66,1292.18,1285.29,1292.6,1285.29,782056177
24/04/2016,1292.77,1292.09,1294.66,1295.64,1291.33,784213714
21/04/2016,1293.28,1295.45,1292.77,1295.83,1290.39,784199489
20/04/2016,1295.85,1293.19,1293.28,1297.52,1291.59,781671640
19/04/2016,1287.84,1288.65,1295.85,1295.85,1288.31,782843980
18/04/2016,1285.18,1281.29,1287.84,1287.84,1275.2,773980704
17/04/2016,1273.21,1274.33,1285.18,1285.24,1273.21,783645324
14/04/2016,1268.21,1273.03,1273.21,1278.69,1268.41,779324253
13/04/2016,1251.81,1259.03,1268.21,1268.21,1257.94,774142054
12/04/2016,1255.36,1252.55,1251.81,1256.56,1250.46,767399589
11/04/2016,1243.39,1244.37,1255.36,1256.47,1240.18,773825024
10/04/2016,1250.49,1241.96,1243.39,1244.75,1241.68,769289534
07/04/2016,1250.12,1256.2,1250.49,1256.55,1249.5,776872419
06/04/2016,1246.47,1247.64,1250.12,1252.17,1246.17,772597612
05/04/2016,1255.85,1251.65,1246.47,1251.83,1243.24,765008843
04/04/2016,1250.44,1250.68,1255.85,1257.3,1250.48,770915886
03/04/2016,1250.19,1256.07,1250.44,1256.08,1249.65,766703530
31/03/2016,1259.95,1255.71,1250.19,1260.12,1250.19,761754133
30/03/2016,1257.01,1263.65,1259.95,1267.51,1259.95,769367641
29/03/2016,1266.01,1262.21,1257.01,1264.19,1253.55,767654689
28/03/2016,1267.79,1261.78,1266.01,1269.43,1261.78,773835258
27/03/2016,1277.69,1274.42,1267.79,1275.36,1267.04,775901337
23/03/2016,1279.87,1283.67,1277.69,1285.94,1276.81,782426360
22/03/2016,1277.93,1278.67,1279.87,1279.87,1272.6,781288419
21/03/2016,1277.1,1278.05,1277.93,1280.53,1275.13,779284818
20/03/2016,1271.34,1278.36,1277.1,1278.68,1276.17,778632705
17/03/2016,1277.52,1282.2,1271.34,1282.2,1268.6,777761854
16/03/2016,1270.8,1273.77,1277.52,1279.23,1272.55,791700687
15/03/2016,1277.82,1275.38,1270.8,1279.74,1269.91,789047309
14/03/2016,1278.63,1279.68,1277.82,1283.81,1276.31,800758842
13/03/2016,1269.82,1276.37,1278.63,1283.76,1276.11,804862868
10/03/2016,1259.62,1264.41,1269.82,1273.88,1262.56,799219470
09/03/2016,1255.8,1254.84,1259.62,1261.01,1253.3,785416800
08/03/2016,1254.19,1254.45,1255.8,1258.14,1250.17,781085365
07/03/2016,1257.3,1256.57,1254.19,1257.17,1250.6,778020139
06/03/2016,1248.44,1255.88,1257.3,1258.11,1255.88,779059759
03/03/2016,1248.52,1256.52,1248.44,1256.62,1247.33,775582758
02/03/2016,1243.66,1256,1248.52,1256.33,1244.73,775195317
01/03/2016,1240.46,1240.75,1243.66,1245.56,1239.8,771679724
29/02/2016,1242.27,1239.76,1240.46,1245.99,1236.66,773650890
28/02/2016,1230.09,1238.68,1242.27,1243.78,1238.49,778913967
25/02/2016,1224.85,1235.36,1230.09,1235.36,1226.63,772316235
24/02/2016,1233.37,1235.2,1224.85,1236.16,1221.42,767213943
23/02/2016,1236.03,1235.75,1233.37,1237.28,1230.97,779830851
22/02/2016,1224.82,1231.07,1236.03,1240.56,1230.82,778688757
21/02/2016,1223.28,1227.39,1224.82,1231.05,1223.93,772233070
18/02/2016,1229.52,1243.76,1223.28,1244.02,1221.69,777255122
17/02/2016,1209.12,1209.69,1229.52,1229.52,1207.47,779380140
16/02/2016,1208.38,1215.63,1209.12,1216.05,1205.08,763853837
15/02/2016,1197.77,1204.93,1208.38,1210.44,1204.92,762273185
14/02/2016,1180.84,1190.28,1197.77,1199.12,1190.28,753277957
11/02/2016,1215.46,1200.65,1180.84,1202.85,1180.61,743069496
10/02/2016,1211.2,1212.5,1215.46,1219.76,1206.17,782468437
09/02/2016,1215.57,1212.28,1211.2,1218.08,1199.06,777391539
08/02/2016,1232.09,1233.95,1215.57,1236.98,1215.32,781732288
07/02/2016,1246.83,1232.41,1232.09,1234.86,1227.87,794196573
04/02/2016,1244.17,1255.56,1246.83,1257.56,1237.93,807018301
03/02/2016,1253.01,1249.99,1244.17,1259.03,1242.91,800708267
02/02/2016,1262.49,1262.7,1253.01,1264.69,1252.3,816917212
01/02/2016,1269.61,1266.48,1262.49,1268.78,1257.42,818494175
31/01/2016,1249.38,1269.67,1269.61,1270.97,1265.65,824853533
28/01/2016,1248.86,1248.37,1249.38,1257.33,1246.21,806439044
27/01/2016,1251.2,1250.56,1248.86,1254.68,1247.69,821051781
26/01/2016,1250.5,1236.86,1251.2,1252.36,1233.4,822141349
25/01/2016,1258.72,1257.79,1250.5,1260.75,1248.06,821594495
24/01/2016,1238.61,1259.09,1258.72,1261.67,1258.27,825876928
21/01/2016,1230.31,1226.19,1238.61,1243.23,1226.19,810661864
20/01/2016,1258.69,1240.18,1230.31,1240.55,1229.3,802525916
19/01/2016,1250.73,1261.1,1258.69,1268.24,1253.81,820793279
18/01/2016,1244.68,1244.29,1250.73,1252.49,1240.3,812625654
17/01/2016,1248.15,1245.85,1244.68,1255.53,1241.75,808988334
14/01/2016,1286.37,1270.11,1248.15,1270.11,1240.66,809034860
13/01/2016,1291.2,1295.74,1286.37,1298.17,1285.89,834456467
12/01/2016,1282.94,1282.03,1291.2,1296.03,1281.59,834693581
11/01/2016,1277.7,1274.32,1282.94,1294.63,1272.95,826443616
10/01/2016,1284.39,1268.89,1277.7,1278.45,1267.79,827015364
07/01/2016,1311.73,1294.61,1284.39,1295.19,1282.05,834267809
06/01/2016,1320.34,1317.26,1311.73,1319.87,1302.82,852117369
05/01/2016,1314.05,1318.21,1320.34,1324.95,1317.69,853023563
04/01/2016,1328.33,1311.76,1314.05,1314.05,1306.75,848999848
03/01/2016,1315.08,1315.48,1328.33,1330.05,1314.8,856097744
31/12/2015,1315.71,1313.83,1315.08,1320.9,1313.07,847425820
30/12/2015,1320.95,1319.33,1315.71,1320.75,1314.54,850465793
29/12/2015,1315.36,1321.04,1320.95,1323.44,1320.51,851749761
28/12/2015,1321.85,1320.55,1315.36,1321.08,1314.63,845729724
27/12/2015,1307.78,1308.44,1321.85,1323.88,1307.58,852324701
24/12/2015,1294.11,1302.04,1307.78,1309.15,1299.53,846762313
23/12/2015,1287.48,1287.03,1294.11,1294.11,1283.86,838853900
22/12/2015,1296.5,1299.22,1287.48,1300.72,1286.8,835012462
21/12/2015,1293.3,1296.68,1296.5,1301.49,1293.26,839394524
20/12/2015,1311.13,1293.4,1293.3,1293.5,1287.14,835253678
17/12/2015,1295.98,1304.72,1311.13,1317.95,1304.72,845277415
16/12/2015,1301.27,1303.68,1295.98,1305.35,1294.86,836972796
15/12/2015,1283.24,1288.76,1301.27,1302.54,1287.6,841345192
14/12/2015,1290.06,1293.9,1283.24,1296.38,1281.87,829913690
13/12/2015,1320.47,1300.08,1290.06,1300.94,1289.19,726228266
10/12/2015,1328.41,1325.08,1320.47,1326.27,1318.94,740567404
09/12/2015,1329.1,1333.73,1328.41,1334.98,1326.03,745664605
08/12/2015,1340.16,1339.52,1329.1,1340.92,1325.03,745636028
07/12/2015,1348.46,1350,1340.16,1350.66,1340.16,748585971
06/12/2015,1347.63,1353.66,1348.46,1355.82,1346.49,736475833
03/12/2015,1359.57,1354.62,1347.63,1359.57,1346.62,732829248
02/12/2015,1355.17,1359.71,1359.57,1362.39,1357.79,739424272
01/12/2015,1343.51,1354.79,1355.17,1358.29,1351.92,739523669
30/11/2015,1345.58,1343.18,1343.51,1350.54,1341.68,725320083
29/11/2015,1346.99,1347.37,1345.58,1350.13,1344.14,732146778
26/11/2015,1346.94,1345.77,1346.99,1350.14,1344.1,734364659
25/11/2015,1343.81,1350.99,1346.94,1353.89,1346.39,732271503
24/11/2015,1357.25,1352.17,1343.81,1355.15,1341.48,727093259
23/11/2015,1361.59,1361.84,1357.25,1363.25,1355.52,736118226
22/11/2015,1360.49,1363.93,1361.59,1369.76,1361.21,734625251
19/11/2015,1359.2,1371.88,1360.49,1371.95,1360.09,734482078
18/11/2015,1350.92,1347.35,1359.2,1360.86,1345.92,730638611
17/11/2015,1340.44,1343.6,1350.92,1351.99,1342.63,727386475
16/11/2015,1317.14,1324.86,1340.44,1340.44,1324.5,721513452
15/11/2015,1353.19,1317.55,1317.14,1324.21,1316.38,708248645
12/11/2015,1363.64,1359.32,1353.19,1360.94,1351.97,729588776
11/11/2015,1354.69,1357.13,1363.64,1367.01,1357.13,731395987
10/11/2015,1354.48,1357.71,1354.69,1358.33,1350.13,726586558
09/11/2015,1358.37,1358.75,1354.48,1362.77,1353.45,724712235
08/11/2015,1367.09,1375.09,1358.37,1376.69,1358.27,727532744
05/11/2015,1371.46,1374.37,1367.09,1376.04,1367.09,729116397
04/11/2015,1370.34,1374.22,1371.46,1376.19,1368.06,734736054
03/11/2015,1365.72,1372.52,1370.34,1373.03,1366.72,734463113
02/11/2015,1363.15,1360.96,1365.72,1366.33,1358.37,727839979
01/11/2015,1365.58,1360.42,1363.15,1365.05,1358.55,724860036
29/10/2015,1359.98,1366.17,1365.58,1369.85,1360.9,732194240
28/10/2015,1356.63,1360.82,1359.98,1360.82,1352.14,729564477
27/10/2015,1362.64,1360.84,1356.63,1364.11,1354.23,722576888
26/10/2015,1365.96,1369.83,1362.64,1369.83,1361.72,723180808
25/10/2015,1343.56,1365.87,1365.96,1372.92,1364.43,726697523
22/10/2015,1350.34,1345.17,1343.56,1351.36,1341.06,708733120
21/10/2015,1346.41,1347.36,1350.34,1357.28,1343.59,712290086
20/10/2015,1343.36,1345.07,1346.41,1349.67,1344.33,720176628
19/10/2015,1347.81,1346.19,1343.36,1349.7,1337.85,722247797
18/10/2015,1331.37,1343.89,1347.81,1349.73,1343.81,723454934
15/10/2015,1316.46,1327.64,1331.37,1334.09,1322.07,711174143
14/10/2015,1311.32,1303.89,1316.46,1319.9,1302.04,699287385
13/10/2015,1324.2,1322.78,1311.32,1322.92,1302.55,703981497
12/10/2015,1324.96,1331.1,1324.2,1334.84,1324.2,705103589
11/10/2015,1325.41,1328.36,1324.96,1328.96,1319.94,706890263
08/10/2015,1337.14,1336.28,1325.41,1336.28,1324.71,706853111
07/10/2015,1322.01,1322.46,1337.14,1337.14,1319.5,708037834
06/10/2015,1300.6,1313.01,1322.01,1327.66,1312.54,707699039
01/10/2015,1300.4,1303.13,1300.6,1309.74,1299.26,699501266
30/09/2015,1302.63,1305.47,1300.4,1310.22,1291.86,695391081
29/09/2015,1332.93,1287.39,1302.63,1306.94,1286.31,696765157
24/09/2015,1380.75,1354.31,1332.93,1361.05,1332.93,720890163
21/09/2015,1372.81,1374.59,1380.75,1383.89,1371.02,749413196
20/09/2015,1392.03,1381.97,1372.81,1389.1,1371.58,744479177
17/09/2015,1393.43,1396.58,1392.03,1396.58,1384.68,755381516
16/09/2015,1395.13,1404.68,1393.43,1405.68,1391.93,755862392
10/09/2015,1398.65,1391.96,1395.13,1398.45,1380.55,748426906
09/09/2015,1403.65,1417.82,1398.65,1419.35,1398.25,759669662
08/09/2015,1394.17,1400.03,1403.65,1413.49,1399.68,762480538
07/09/2015,1398.38,1403.37,1394.17,1404.6,1392.91,759013361
06/09/2015,1401.04,1384.83,1398.38,1398.38,1383.85,761634060
03/09/2015,1392.29,1402.91,1401.04,1404.73,1395.05,769578549
02/09/2015,1370.92,1382.42,1392.29,1395.63,1380.3,760283501
01/09/2015,1386.63,1373.27,1370.92,1375.11,1358.29,750743108
31/08/2015,1407.73,1389.28,1386.63,1392.2,1380.66,763332709
30/08/2015,1398.35,1412.89,1407.73,1416.82,1406.15,772581204
27/08/2015,1390.59,1402.02,1398.35,1413.65,1394.71,767252519
26/08/2015,1400.35,1392.63,1390.59,1403.67,1382.78,761749601
25/08/2015,1360.6,1365.12,1400.35,1411.86,1365.12,765728650
24/08/2015,1416.39,1366.31,1360.6,1386.84,1343.92,744939908
23/08/2015,1477,1438.27,1416.39,1438.27,1408.45,778913034
20/08/2015,1493.28,1492.62,1477,1493.25,1477,810196407
19/08/2015,1503.53,1502,1493.28,1503.14,1493.28,815983223
18/08/2015,1498.75,1503.08,1503.53,1503.79,1499.02,819555052
17/08/2015,1497.39,1500.64,1498.75,1501.53,1494.3,815813284
16/08/2015,1488.52,1489.69,1497.39,1498.01,1489.41,812587557
13/08/2015,1478.1,1488.26,1488.52,1491.02,1486.26,811573970
12/08/2015,1487.27,1478.56,1478.1,1481.08,1474.4,806229772
11/08/2015,1492.86,1491.87,1487.27,1493.16,1484.95,811391576
10/08/2015,1479.94,1486.67,1492.86,1493.15,1482.78,815311913
09/08/2015,1483.05,1478.22,1479.94,1482.09,1476.83,808426939
06/08/2015,1489.01,1488.06,1483.05,1490.26,1482.74,809257938
05/08/2015,1478.42,1482,1489.01,1491.25,1480.83,813554725
04/08/2015,1482.75,1484.45,1478.42,1485.24,1474.86,806562751
03/08/2015,1479.43,1480.33,1482.75,1484.7,1478.08,803723810
02/08/2015,1478.61,1477.46,1479.43,1480.29,1476.89,803558944
30/07/2015,1483.3,1491.54,1478.61,1491.54,1475.6,807316019
29/07/2015,1476.85,1483.9,1483.3,1487.83,1481.52,812603344
28/07/2015,1467.42,1474.73,1476.85,1483.92,1472.48,807060616
27/07/2015,1466.67,1463.17,1467.42,1473.47,1454.47,800026979
23/07/2015,1466.16,1467.76,1466.67,1469.87,1462.75,783638891
22/07/2015,1475.77,1471.83,1466.16,1473.17,1462.36,784456370
21/07/2015,1479.29,1483.12,1475.77,1484.12,1474.23,785808525
20/07/2015,1471.73,1471.63,1479.29,1482.49,1468.8,789438408
19/07/2015,1460.66,1466.8,1471.73,1471.73,1464.92,786581274
16/07/2015,1449.78,1452.46,1460.66,1460.99,1451.33,781346212
15/07/2015,1446.57,1449.4,1449.78,1452.41,1446.63,775969894
14/07/2015,1444.94,1444.75,1446.57,1447.29,1440.05,775346917
13/07/2015,1428.78,1433.27,1444.94,1447.97,1433.27,769241532
12/07/2015,1425.63,1426.21,1428.78,1429.68,1423.41,761214094
09/07/2015,1412.52,1416.27,1425.63,1427.2,1415.78,761153006
08/07/2015,1425.17,1417.58,1412.52,1424.37,1412.02,755096857
07/07/2015,1425.74,1429.93,1425.17,1435.1,1425.17,761043166
06/07/2015,1424.66,1418.18,1425.74,1433.35,1418.18,759355455
05/07/2015,1431.38,1431.84,1424.66,1431.84,1423.39,759107816
02/07/2015,1440,1437.9,1431.38,1439.94,1430.02,762343629
01/07/2015,1418.31,1422.54,1440,1441.2,1422.54,765048495
30/06/2015,1412.62,1410.29,1418.31,1424.63,1408.26,751279559
29/06/2015,1415.15,1409.02,1412.62,1421.87,1406.11,749313960
28/06/2015,1443.15,1428.87,1415.15,1428.87,1414.51,750056248
25/06/2015,1445.18,1437.22,1443.15,1447.76,1437.22,762366783
24/06/2015,1452.52,1453.15,1445.18,1453.91,1441.18,762934390
23/06/2015,1461.83,1465.1,1452.52,1467.18,1451.61,768272450
22/06/2015,1469.82,1477.08,1461.83,1480.44,1461.09,772617457
21/06/2015,1454.7,1454.66,1469.82,1469.82,1453.76,779892746
18/06/2015,1457.19,1453.16,1454.7,1457.96,1446.5,772595082
17/06/2015,1452.73,1459.54,1457.19,1459.92,1453.83,777173610
16/06/2015,1440.23,1439.47,1452.73,1454.38,1437.91,774919168
15/06/2015,1453.11,1448.31,1440.23,1450.26,1437.98,770910739
14/06/2015,1456.71,1454.52,1453.11,1456.03,1450.42,779037001
11/06/2015,1448.27,1451.94,1456.71,1458.09,1451.91,779136712
10/06/2015,1455.31,1453.73,1448.27,1458.35,1446.62,775275649
09/06/2015,1470.86,1468.28,1455.31,1470.02,1452.81,777911614
08/06/2015,1470.01,1471.83,1470.86,1477.11,1466.89,786744952
07/06/2015,1468.09,1459.6,1470.01,1470.13,1458.67,789126353
04/06/2015,1473.03,1468.78,1468.09,1471.19,1460.96,789725994
03/06/2015,1465.13,1471.68,1473.03,1476.89,1467.72,788556125
02/06/2015,1467.74,1471.69,1465.13,1473.2,1462.35,785257411
01/06/2015,1459.45,1464.59,1467.74,1470.75,1462.12,788624355
31/05/2015,1453.35,1445.87,1459.45,1459.45,1443.04,783294475
28/05/2015,1461.26,1460.05,1453.35,1462.8,1451.33,783878345
27/05/2015,1465.09,1464.43,1461.26,1464.8,1456.46,787471295
26/05/2015,1478.57,1480.22,1465.09,1481.82,1465.09,790763424
25/05/2015,1483.05,1485.09,1478.57,1487.47,1478.03,798104331
21/05/2015,1476.5,1475.59,1483.05,1483.28,1472.43,801215243
20/05/2015,1478.87,1483.11,1476.5,1487,1475.65,794844929
19/05/2015,1458.32,1466.9,1478.87,1482.8,1466.64,796675842
18/05/2015,1439.25,1440.55,1458.32,1459.08,1439.77,785447854
17/05/2015,1435.98,1438.33,1439.25,1439.45,1436.12,775614952
14/05/2015,1438.95,1439.33,1435.98,1443.15,1434.15,777277489
13/05/2015,1424.67,1431.51,1438.95,1439.11,1429.6,778320585
12/05/2015,1436.46,1430.66,1424.67,1433.11,1422.06,775214915
11/05/2015,1436.46,1438.57,1436.46,1439.85,1432.46,780677603
10/05/2015,1419.82,1431.68,1436.46,1436.46,1431.31,779392821
07/05/2015,1416.17,1415.34,1419.82,1420.86,1406.52,769930640
06/05/2015,1424.16,1424.96,1416.17,1426.22,1415.17,773011422
05/05/2015,1433.22,1433.58,1424.16,1436.29,1420.87,776528656
04/05/2015,1423.7,1422.89,1433.22,1434.83,1421.2,782343530
03/05/2015,1430.15,1438.42,1423.7,1439.89,1422.68,778795513
30/04/2015,1433.11,1427.65,1430.15,1438.46,1426.46,775835414
29/04/2015,1442.45,1446.59,1433.11,1446.74,1430.2,778440836
28/04/2015,1467.75,1461.13,1442.45,1461.51,1440.4,780356573
27/04/2015,1472.35,1474.02,1467.75,1475.92,1466.31,800251202
26/04/2015,1471.29,1473.52,1472.35,1474.16,1469.19,807461979
21/04/2015,1466.51,1464.75,1471.29,1475.53,1464.75,810293187
20/04/2015,1457.31,1460.09,1466.51,1468.86,1459.07,804075143
19/04/2015,1479.05,1466.28,1457.31,1467.17,1455.85,800011580
16/04/2015,1480.46,1484.3,1479.05,1484.43,1471.83,819849037
15/04/2015,1473.91,1478.01,1480.46,1482.26,1475.81,822047771
14/04/2015,1483.59,1482.12,1473.91,1486.43,1472.39,817747790
13/04/2015,1475.8,1473.06,1483.59,1483.59,1470.12,824948352
12/04/2015,1443.56,1478.18,1475.8,1479.91,1475.6,820358205
08/04/2015,1453.84,1449.29,1443.56,1451.36,1441.49,793644442
07/04/2015,1437.25,1445.39,1453.84,1453.84,1444.82,800307054
06/04/2015,1432.49,1434.71,1437.25,1437.77,1431.02,786782460
05/04/2015,1428.5,1427.34,1432.49,1432.49,1426.97,784322147
02/04/2015,1421.12,1425.25,1428.5,1431.07,1424.29,782023012
01/04/2015,1417.28,1415.14,1421.12,1427.33,1413.98,775521040
